0.000174,0
0.000233,1
0.000250,2
0.000271,3
0.000245,4
0.000241,5
0.000248,6
0.000252,7
0.000251,8
0.000249,9
0.000146,0
0.000118,1
0.000094,2
0.000037,3
0.000038,4
0.000042,5
0.000044,6
0.000044,7
0.000049,8
0.000049,9
0.000050,0
0.000050,1
0.000050,2
0.000005,3
0.000050,4
0.000044,5
0.000039,6
0.000037,7
0.000035,8
0.000033,9
0.000031,0
0.000031,1
0.000032,2
0.000033,3
0.000068,4
0.000073,5
0.000071,6
0.000073,7
0.000066,8
0.000061,9
0.000057,0
0.000054,1
0.000055,2
0.000056,3
0.000047,4
0.000047,5
0.000079,6
0.000077,7
0.000095,8
0.000119,9
0.000126,0
0.000131,1
0.000136,2
0.000139,3
0.000118,4
0.000119,5
0.000094,6
0.000095,7
0.000076,8
0.000066,9
0.000080,0
0.000067,1
0.000064,2
0.000061,3
0.000059,4
0.000059,5
0.000060,6
0.000060,7
0.000061,8
0.000052,9
0.000013,0
0.000016,1
0.000027,2
0.000027,3
0.000031,4
0.000031,5
0.000032,6
0.000032,7
0.000033,8
0.000034,9
0.000034,0
0.000035,1
0.000028,2
0.000031,3
0.000031,4
0.000032,5
0.000033,6
0.000033,7
0.000034,8
0.000034,9
0.000035,0
0.000035,1
0.000011,2
0.000017,3
0.000080,4
0.000079,5
0.000080,6
0.000095,7
0.000094,8
0.000092,9
0.000091,0
0.000090,1
0.000056,2
0.000054,3
0.000014,4
0.000015,5
0.000027,6
0.000026,7
0.000025,8
0.000022,9
0.000039,0
0.000041,1
0.000045,2
0.000047,3
0.000050,4
0.000055,5
0.000058,6
0.000059,7
0.000059,8
0.000055,9
0.000034,0
0.000035,1
0.000039,2
0.000040,3
0.000041,4
0.000041,5
0.000042,6
0.000042,7
0.000042,8
0.000043,9
0.000014,0
0.000018,1
0.000027,2
0.000021,3
0.000020,4
0.000017,5
0.000006,6
0.000039,7
0.000041,8
0.000040,9
0.000039,0
0.000038,1
0.000038,2
0.000037,3
0.000038,4
0.000038,5
0.000038,6
0.000017,7
0.000023,8
0.000018,9
0.000023,0
0.000020,1
0.000044,2
0.000043,3
0.000044,4
0.000042,5
0.000040,6
0.000038,7
0.000036,8
0.000035,9
0.000036,0
0.000036,1
0.000027,2
0.000028,3
0.000047,4
0.000055,5
0.000058,6
0.000060,7
0.000063,8
0.000063,9
0.000064,0
0.000064,1
0.000046,2
0.000044,3
0.000030,4
0.000031,5
0.000031,6
0.000036,7
0.000043,8
0.000048,9
0.000050,0
0.000053,1
0.000055,2
0.000056,3
0.000099,4
0.000100,5
0.000101,6
0.000104,7
0.000106,8
0.000109,9
0.000112,0
0.000115,1
0.000117,2
0.000119,3
0.000012,4
0.000012,5
0.000007,6
0.000010,7
0.000014,8
0.000020,9
0.000023,0
0.000025,1
0.000021,2
0.000010,3
0.000012,4
0.000020,5
0.000024,6
0.000026,7
0.000025,8
0.000010,9
0.000014,0
0.000021,1
0.000023,2
0.000023,3
0.000021,4
0.000005,5
0.000006,6
0.000006,7
0.000042,8
0.000039,9
0.000036,0
0.000036,1
0.000037,2
0.000037,3
0.000038,4
0.000038,5
0.000039,6
0.000039,7
0.000060,8
0.000060,9
0.000068,0
0.000070,1
0.000068,2
0.000065,3
0.000062,4
0.000059,5
0.000056,6
0.000054,7
0.000033,8
0.000022,9
0.000025,0
0.000024,1
0.000023,2
0.000004,3
0.000006,4
0.000009,5
0.000013,6
0.000017,7
0.000018,8
0.000017,9
0.000004,0
0.000004,1
0.000036,2
0.000048,3
0.000053,4
0.000055,5
0.000052,6
0.000050,7
0.000047,8
0.000037,9
0.000034,0
0.000042,1
0.000059,2
0.000059,3
0.000060,4
0.000061,5
0.000063,6
0.000064,7
0.000067,8
0.000067,9
0.000067,0
0.000051,1
0.000019,2
0.000023,3
0.000023,4
0.000020,5
0.000007,6
0.000024,7
0.000030,8
0.000029,9
0.000029,0
0.000028,1
0.000016,2
0.000017,3
0.000017,4
0.000007,5
0.000031,6
0.000032,7
0.000032,8
0.000032,9
0.000031,0
0.000031,1
0.000018,2
0.000022,3
0.000022,4
0.000022,5
0.000046,6
0.000060,7
0.000060,8
0.000060,9
0.000058,0
0.000055,1
0.000053,2
0.000051,3
0.000049,4
0.000050,5
0.000041,6
0.000029,7
0.000036,8
0.000039,9
0.000040,0
0.000041,1
0.000041,2
0.000041,3
0.000005,4
0.000034,5
0.000050,6
0.000051,7
0.000050,8
0.000048,9
0.000049,0
0.000050,1
0.000051,2
0.000055,3
0.000058,4
0.000054,5
0.000072,6
0.000073,7
0.000078,8
0.000082,9
0.000087,0
0.000089,1
0.000088,2
0.000084,3
0.000081,4
0.000077,5
0.000007,6
0.000014,7
0.000019,8
0.000018,9
0.000052,0
0.000047,1
0.000044,2
0.000039,3
0.000087,4
0.000085,5
0.000087,6
0.000084,7
0.000081,8
0.000078,9
0.000077,0
0.000070,1
0.000065,2
0.000059,3
0.000017,4
0.000014,5
0.000012,6
0.000031,7
0.000505,8
0.000016,9
0.000011,0
0.000014,1
0.000011,2
0.000013,3
0.000018,4
0.000023,5
0.000047,6
0.000413,7
0.000009,8
0.000016,9
0.000014,0
0.000132,1
0.000103,2
0.000831,3
0.000832,4
0.000829,5
0.000825,6
0.000818,7
0.000814,8
0.000811,9
0.000808,0
0.000024,1
0.000019,2
0.000017,3
0.000024,4
0.000032,5
0.000029,6
0.000018,7
0.000008,8
0.000011,9
0.000010,0
0.000011,1
0.000008,2
0.000011,3
0.000011,4
0.000006,5
0.000010,6
0.000016,7
0.000010,8
0.000019,9
0.000006,0
0.000016,1
0.000019,2
0.000021,3
0.000011,4
0.000019,5
0.000014,6
0.000012,7
0.000013,8
0.000013,9
0.000020,0
0.000019,1
0.000015,2
0.000006,3
0.000011,4
0.000015,5
0.000006,6
0.000031,7
0.000034,8
0.000038,9
0.000040,0
0.000040,1
0.000040,2
0.000011,3
0.000013,4
0.000048,5
0.000062,6
0.000063,7
0.000060,8
0.000060,9
0.000067,0
0.000069,1
0.000070,2
0.000062,3
0.000061,4
0.000037,5
0.000010,6
0.000011,7
0.000017,8
0.000017,9
0.000016,0
0.000018,1
0.000020,2
0.000022,3
0.000046,4
0.000046,5
0.000045,6
0.000044,7
0.000043,8
0.000044,9
0.000034,0
0.000037,1
0.000038,2
0.000048,3
0.000050,4
0.000051,5
0.000033,6
0.000035,7
0.000012,8
0.000014,9
0.000074,0
0.000075,1
0.000076,2
0.000076,3
0.000075,4
0.000072,5
0.000070,6
0.000068,7
0.000067,8
0.000064,9
0.000006,0
0.000038,1
0.000045,2
0.000046,3
0.000049,4
0.000051,5
0.000053,6
0.000054,7
0.000048,8
0.000037,9
0.000037,0
0.000033,1
0.000031,2
0.000029,3
0.000030,4
0.000030,5
0.000028,6
0.000027,7
0.000055,8
0.000055,9
0.000054,0
0.000054,1
0.000054,2
0.000043,3
0.000007,4
0.000006,5
0.000007,6
0.000012,7
0.000013,8
0.000006,9
0.000028,0
0.000029,1
0.000029,2
0.000024,3
0.000006,4
0.000045,5
0.000046,6
0.000045,7
0.000043,8
0.000042,9
0.000041,0
0.000041,1
0.000006,2
0.000007,3
0.000056,4
0.000055,5
0.000053,6
0.000052,7
0.000052,8
0.000051,9
0.000050,0
0.000049,1
0.000047,2
0.000046,3
0.000007,4
0.000013,5
0.000013,6
0.000011,7
0.000008,8
0.000023,9
0.000025,0
0.000022,1
0.000006,2
0.000014,3
0.000014,4
0.000018,5
0.000020,6
0.000018,7
0.000007,8
0.000049,9
0.000050,0
0.000049,1
0.000048,2
0.000047,3
0.000045,4
0.000044,5
0.000078,6
0.000047,7
0.000048,8
0.000048,9
0.000046,0
0.000045,1
