63995.4,BINANCE:BTCUSDT,1719017390368,0.00156,1719017391704
63995.4,BINANCE:BTCUSDT,1719017390368,0.00156,1719017391704
63995.4,BINANCE:BTCUSDT,1719017390624,0.0013,1719017391704
63995.4,BINANCE:BTCUSDT,1719017390624,0.0013,1719017391704
63995.4,BINANCE:BTCUSDT,1719017390888,0.00633,1719017391704
63995.4,BINANCE:BTCUSDT,1719017390888,0.00633,1719017391704
63995.4,BINANCE:BTCUSDT,1719017391142,0.00346,1719017392703
63995.4,BINANCE:BTCUSDT,1719017391142,0.00346,1719017392703
63995.41,BINANCE:BTCUSDT,1719017391360,0.00056,1719017392703
63995.41,BINANCE:BTCUSDT,1719017391360,0.00056,1719017392703
63995.4,BINANCE:BTCUSDT,1719017392089,0.00171,1719017392703
63995.4,BINANCE:BTCUSDT,1719017392089,0.00171,1719017393706
63995.41,BINANCE:BTCUSDT,1719017393849,0.16515,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.00444,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.01529,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.1,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.3,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.00058,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.00039,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.00039,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.0004,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.0001,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.00791,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.01091,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.0004,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.0001,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.00003,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.16515,1719017394704
63995.41,BINANCE:BTCUSDT,1719017393849,0.00444,1719017394705
63995.41,BINANCE:BTCUSDT,1719017393849,0.01529,1719017394705
63995.41,BINANCE:BTCUSDT,1719017393849,0.1,1719017394705
63995.41,BINANCE:BTCUSDT,1719017393849,0.3,1719017394705
63995.41,BINANCE:BTCUSDT,1719017393849,0.00058,1719017394705
63995.41,BINANCE:BTCUSDT,1719017393849,0.00039,1719017394705
63995.41,BINANCE:BTCUSDT,1719017393849,0.00039,1719017394705
63995.41,BINANCE:BTCUSDT,1719017393849,0.0004,1719017394705
63995.41,BINANCE:BTCUSDT,1719017393849,0.0001,1719017394705
63995.41,BINANCE:BTCUSDT,1719017393849,0.00791,1719017394705
63995.41,BINANCE:BTCUSDT,1719017393849,0.01091,1719017394705
63995.41,BINANCE:BTCUSDT,1719017393849,0.0004,1719017394705
63995.41,BINANCE:BTCUSDT,1719017393849,0.0001,1719017394705
63995.41,BINANCE:BTCUSDT,1719017393849,0.00003,1719017394705
63995.41,BINANCE:BTCUSDT,1719017394042,0.00132,1719017394705
63995.41,BINANCE:BTCUSDT,1719017394042,0.00132,1719017394705
63995.42,BINANCE:BTCUSDT,1719017394660,0.0012,1719017395704
63995.42,BINANCE:BTCUSDT,1719017394660,0.0012,1719017395704
63995.42,BINANCE:BTCUSDT,1719017394826,0.00047,1719017395704
63995.42,BINANCE:BTCUSDT,1719017394826,0.00047,1719017395704
63995.41,BINANCE:BTCUSDT,1719017394961,0.0005,1719017395704
63995.41,BINANCE:BTCUSDT,1719017394961,0.0005,1719017395704
63995.41,BINANCE:BTCUSDT,1719017394995,0.0002,1719017395704
63995.41,BINANCE:BTCUSDT,1719017394996,0.0002,1719017395704
63995.41,BINANCE:BTCUSDT,1719017394996,0.0002,1719017395704
63995.41,BINANCE:BTCUSDT,1719017394996,0.0002,1719017395704
63995.41,BINANCE:BTCUSDT,1719017394995,0.0002,1719017395704
63995.41,BINANCE:BTCUSDT,1719017394996,0.0002,1719017395704
63995.41,BINANCE:BTCUSDT,1719017394996,0.0002,1719017395704
63995.41,BINANCE:BTCUSDT,1719017394996,0.0002,1719017395704
63995.42,BINANCE:BTCUSDT,1719017395316,0.00165,1719017396704
63995.42,BINANCE:BTCUSDT,1719017395316,0.00165,1719017396704
63995.41,BINANCE:BTCUSDT,1719017395724,0.0002,1719017396704
63995.41,BINANCE:BTCUSDT,1719017395725,0.0002,1719017396704
63995.41,BINANCE:BTCUSDT,1719017395725,0.0002,1719017396704
63995.41,BINANCE:BTCUSDT,1719017395727,0.0002,1719017396704
63995.41,BINANCE:BTCUSDT,1719017395727,0.0002,1719017396704
63995.41,BINANCE:BTCUSDT,1719017395729,0.0002,1719017396704
63995.41,BINANCE:BTCUSDT,1719017395763,0.00014,1719017396704
63995.41,BINANCE:BTCUSDT,1719017395724,0.0002,1719017396705
63995.41,BINANCE:BTCUSDT,1719017395725,0.0002,1719017396705
63995.41,BINANCE:BTCUSDT,1719017395725,0.0002,1719017396705
63995.41,BINANCE:BTCUSDT,1719017395727,0.0002,1719017396705
63995.41,BINANCE:BTCUSDT,1719017395727,0.0002,1719017396705
63995.41,BINANCE:BTCUSDT,1719017395729,0.0002,1719017396705
63995.41,BINANCE:BTCUSDT,1719017395763,0.00014,1719017396705
